round,train_loss,mean_reward,success_rate,policy_entropy,cpu_usage,gpu_usage,network_mb,train_time,total_latency
113,16.736754,1091.2712,0.0,0.0583,92.09,0.0,22.204,0.0,122.92
114,17.015153,1040.8121,0.0,0.0588,98.9,0.0,20.052,0.0,82.07
115,16.279697,1080.9331,0.0,0.0578,99.19,0.0,20.142,0.0,78.15
116,16.606009,1308.556,0.0,0.0572,78.85,0.0,23.844,0.0,150.63
117,16.275749,1234.7979,0.0,0.0568,34.34,0.0,18.623,0.0,44.7
118,16.510344,1191.7046,0.0,0.0566,36.54,0.0,22.916,0.0,130.77
119,16.197309,1415.5508,0.0,0.0564,35.57,0.0,52.742,0.0,762.14
120,16.446082,1452.3666,0.0,0.0564,29.94,0.0,32.587,0.0,61.37
121,15.474047,1218.7313,0.0,0.0547,25.19,0.0,32.376,0.0,56.37
122,14.794584,1244.65,0.0,0.0545,30.06,0.0,54.569,0.0,525.3
123,16.020818,1101.2226,0.0,0.0547,29.16,0.0,32.34,0.0,64.23
124,15.175019,1133.7619,0.0,0.0557,26.84,0.0,70.341,0.0,849.12
125,14.258507,1127.9627,0.0,0.0545,35.05,0.0,42.17,0.0,541.71
126,14.7855,1278.1125,0.0,0.0541,52.93,0.0,19.397,0.0,61.92
127,14.644522,1356.6484,0.0,0.0538,51.78,0.0,19.341,0.0,48.11
128,14.456492,1443.429,0.0,0.053,32.42,0.0,18.653,0.0,52.88
129,14.76506,1327.239,0.0,0.0526,57.16,0.0,18.633,0.0,53.71
130,13.900005,1159.6517,0.0,0.0523,57.26,0.0,18.636,0.0,57.21
131,13.781033,1341.5147,0.0,0.0522,44.69,0.0,45.673,0.0,387.77
132,14.107618,1262.2117,0.0,0.0521,98.88,0.0,24.327,0.0,168.01
133,13.916451,1370.0851,0.0,0.0512,94.36,0.0,27.258,0.0,230.39
134,14.484848,1352.113,0.0,0.0509,96.49,0.0,22.915,0.0,134.17
135,13.689332,1386.1619,0.0,0.051,96.85,0.0,21.482,0.0,98.89
136,14.289513,1133.7321,0.0,0.0507,95.8,0.0,25.935,0.0,198.73
137,14.583513,1298.4498,0.0,0.0504,47.68,0.0,19.458,0.0,54.66
138,13.875986,1236.2226,0.0,0.0502,25.06,0.0,19.344,0.0,46.74
139,13.774538,1272.1572,0.0,0.0501,20.99,0.0,52.974,0.0,758.36
140,14.461386,1332.6452,0.0,0.05,17.26,0.0,63.867,0.0,774.83
141,12.940535,1610.516,0.0,0.0489,21.54,0.0,29.455,0.0,56.2
142,12.671518,1406.5348,0.0,0.0484,22.37,0.0,30.281,0.0,49.47
143,14.420312,1468.3045,0.0,0.0497,21.99,0.0,29.464,0.0,49.29
144,13.483216,1306.6655,0.0,0.0492,22.91,0.0,31.654,0.0,87.07
145,13.163682,1355.7486,0.0,0.0487,25.85,0.0,18.699,0.0,54.88
146,13.072716,1243.6508,0.0,0.0481,16.8,0.0,20.329,0.0,62.54
147,13.303933,1412.4146,0.0,0.0478,24.64,0.0,19.372,0.0,62.48
148,13.884273,1220.3542,0.0,0.0479,17.98,0.0,18.713,0.0,46.42
149,12.882989,1523.6951,0.0,0.0472,24.53,0.0,21.509,0.0,104.75
150,13.59581,1456.1311,0.0,0.047,25.34,0.0,19.351,0.0,55.06
