round,train_loss,mean_reward,success_rate,policy_entropy,cpu_usage,gpu_usage,network_mb,train_time,total_latency
78,32.73969,299.7538,0.0,0.0904,36.37,0.0,19.299,0.0,53.25
79,32.838177,316.2348,0.0,0.092,34.71,0.0,24.409,0.0,161.39
80,33.921152,313.1102,0.0,0.0928,56.53,0.0,20.018,0.0,82.13
81,34.817595,325.3522,0.0,0.0929,36.38,0.0,19.309,0.0,53.46
82,34.889107,350.3764,0.0,0.0942,36.81,0.0,19.304,0.0,53.72
83,33.842224,359.0091,0.0,0.094,36.64,0.0,18.623,0.0,50.2
84,33.471877,364.3888,0.0,0.0941,36.09,0.0,19.456,0.0,66.77
85,33.428373,361.6296,0.0,0.0952,51.33,0.0,20.029,0.0,83.96
86,33.029408,378.9101,0.0,0.0953,40.02,0.0,19.314,0.0,55.69
87,33.103902,406.8997,0.0,0.0948,52.56,0.0,19.316,0.0,64.72
88,33.373454,435.7171,0.0,0.0968,49.18,0.0,38.359,0.0,459.03
89,32.722121,452.1341,0.0,0.0962,62.31,0.0,56.824,0.0,612.08
90,29.207492,381.7433,0.0,0.2778,98.9,0.0,19.438,0.0,63.23
91,23.277055,352.8295,0.0,0.4038,99.32,0.0,20.251,0.0,71.42
92,15.676367,214.197,0.0,0.4946,96.87,0.0,21.536,0.0,106.07
93,11.25173,153.3257,0.0,0.5618,93.88,0.0,19.439,0.0,54.88
94,8.699413,136.1089,0.0,0.6111,99.38,0.0,26.723,0.0,213.75
95,11.040804,179.0819,0.0,0.4632,96.86,0.0,22.13,0.0,114.54
96,15.531176,235.4532,0.0,0.356,99.51,0.0,24.37,0.0,166.42
97,19.410354,270.8305,0.0,0.2769,96.65,0.0,93.344,0.0,194.28
98,22.526945,272.2723,0.0,0.2171,64.41,0.0,33.471,0.0,72.32
99,25.05166,280.7881,0.0,0.1726,51.6,0.0,18.831,0.0,54.9
100,27.633114,287.926,0.0,0.1405,36.65,0.0,22.171,0.0,106.67
101,30.14626,303.815,0.0,0.1181,37.1,0.0,44.691,0.0,607.94
102,32.664943,308.986,0.0,0.1035,57.49,0.0,21.685,0.0,101.74
103,33.974613,309.3243,0.0,0.0941,36.54,0.0,28.476,0.0,253.67
104,35.86616,314.6785,0.0,0.0893,36.28,0.0,19.504,0.0,54.35
105,37.783045,346.1003,0.0,0.0894,36.22,0.0,19.326,0.0,60.56
106,38.508777,348.311,0.0,0.0922,38.45,0.0,120.102,0.0,628.54
107,39.965614,340.5441,0.0,0.0934,49.56,0.0,86.122,0.0,144.45
108,41.981762,346.9537,0.0,0.0969,52.57,0.0,25.673,0.0,196.52
109,43.187573,325.6603,0.0,0.0999,48.29,0.0,19.502,0.0,49.3
110,43.791814,320.0132,0.0,0.1041,36.51,0.0,18.626,0.0,52.96
111,44.553445,339.8613,0.0,0.1059,50.78,0.0,19.302,0.0,52.22
112,45.028721,359.2549,0.0,0.1072,40.58,0.0,74.573,0.0,149.7
113,45.240226,400.2073,0.0,0.1068,48.25,0.0,133.677,0.0,392.54
114,45.394843,417.4077,0.0,0.1073,48.77,0.0,80.234,0.0,369.01
115,45.697639,429.1083,0.0,0.1072,57.81,0.0,20.734,0.0,86.54
116,44.544016,447.5556,0.0,0.1075,44.84,0.0,18.613,0.0,51.16
117,43.611313,498.3482,0.0,0.1069,44.98,0.0,33.452,0.0,354.1
118,43.080852,469.524,0.0,0.1068,36.64,0.0,24.99,0.0,178.64
119,42.825643,504.9431,0.0,0.107,36.49,0.0,19.431,0.0,70.27
120,37.397892,411.2964,0.0,0.2861,31.78,0.0,18.723,0.0,41.37
121,29.230228,312.2021,0.0,0.4141,31.8,0.0,18.025,0.0,33.48
122,19.971004,251.0651,0.0,0.5003,32.23,0.0,18.735,0.0,47.93
123,13.779566,185.4843,0.0,0.5647,32.13,0.0,18.739,0.0,44.45
124,7.697669,132.8087,0.0,0.6097,32.46,0.0,18.021,0.0,35.01
125,9.657691,180.7108,0.0,0.4613,51.08,0.0,43.575,0.0,322.67
126,13.935739,230.7475,0.0,0.3543,99.07,0.0,25.038,0.0,189.0
127,18.105855,241.6583,0.0,0.2753,96.43,0.0,22.878,0.0,126.48
128,21.520212,262.7829,0.0,0.2156,98.33,0.0,28.542,0.0,265.68
129,24.291969,279.0892,0.0,0.1715,98.69,0.0,24.293,0.0,168.73
130,26.558542,293.4261,0.0,0.1393,99.65,0.0,20.956,0.0,95.79
131,28.729589,297.3813,0.0,0.1169,67.61,0.0,30.888,0.0,293.59
132,30.318264,310.179,0.0,0.1024,36.96,0.0,42.714,0.0,563.63
133,32.12101,322.1689,0.0,0.0944,37.74,0.0,113.184,0.0,665.57
134,33.047709,306.5815,0.0,0.09,45.02,0.0,18.75,0.0,52.92
135,34.347311,329.7853,0.0,0.0886,39.47,0.0,124.801,0.0,559.74
136,35.776511,335.229,0.0,0.0896,36.17,0.0,51.813,0.0,758.38
137,36.190589,326.7849,0.0,0.091,52.8,0.0,19.314,0.0,52.22
138,36.545253,333.2489,0.0,0.0933,45.27,0.0,19.335,0.0,58.7
139,37.308718,331.7239,0.0,0.0948,50.17,0.0,19.321,0.0,64.83
140,34.585657,256.9465,0.0,0.2786,57.65,0.0,18.85,0.0,35.05
141,24.591183,206.8261,0.0,0.4037,48.94,0.0,18.033,0.0,38.93
142,16.758971,175.6833,0.0,0.4949,55.19,0.0,18.734,0.0,45.98
143,12.368717,138.9487,0.0,0.5616,49.64,0.0,18.744,0.0,39.06
144,8.930046,121.6168,0.0,0.6109,56.07,0.0,18.72,0.0,46.15
145,11.20462,172.0536,0.0,0.4637,45.31,0.0,43.576,0.0,569.03
146,15.696756,210.1686,0.0,0.3561,48.83,0.0,49.11,0.0,475.55
147,19.841023,222.243,0.0,0.2769,99.62,0.0,22.849,0.0,137.53
148,22.40483,223.1087,0.0,0.2172,96.7,0.0,22.849,0.0,138.5
149,25.235336,247.2669,0.0,0.1732,99.02,0.0,23.559,0.0,149.34
150,27.312955,255.3182,0.0,0.1427,97.49,0.0,25.21,0.0,172.04
