round,network_mb
1,1.096
2,1.316
3,1.525
4,1.317
5,1.319
6,1.386
7,1.55
8,1.315
9,1.318
10,1.478
11,1.724
12,2.128
13,2.14
14,2.163
15,2.34
16,2.056
17,2.413
18,2.884
19,2.95
20,2.511
21,2.058
22,2.387
23,2.184
24,2.486
25,1.916
26,2.036
27,2.225
28,2.53
29,2.328
30,2.516
31,1.547
32,2.221
33,1.909
34,2.198
35,2.133
36,2.04
37,2.352
38,2.173
39,2.716
40,3.234
41,2.113
42,2.396
43,2.157
44,2.188
45,2.062
46,4.089
47,3.967
48,3.206
49,51.026
50,45.242
