round,train_loss,mean_reward,success_rate,policy_entropy,cpu_usage,gpu_usage,network_mb,train_time,total_latency
78,20.796072,831.3051,0.0,0.0676,40.92,0.0,12.13,0.0,14.55
79,21.987252,887.02,0.0,0.067,40.77,0.0,12.141,0.0,14.64
80,21.766066,1166.2351,0.0,0.0672,40.88,0.0,12.128,0.0,14.6
81,21.799424,1076.2488,0.0,0.0681,40.74,0.0,12.132,0.0,14.66
82,21.75777,1249.9208,0.0,0.0659,40.73,0.0,12.13,0.0,14.55
83,22.401382,949.613,0.0,0.0673,40.93,0.0,12.136,0.0,14.57
84,22.064021,983.8493,0.0,0.0668,40.75,0.0,12.13,0.0,14.6
85,21.998382,934.394,0.0,0.0668,40.33,0.0,12.134,0.0,13.82
86,23.096966,1023.7244,0.0,0.0669,40.74,0.0,12.13,0.0,14.49
87,22.41612,1019.2299,0.0,0.0657,40.77,0.0,12.138,0.0,14.5
88,21.953101,1038.8176,0.0,0.0661,40.77,0.0,12.124,0.0,14.48
89,22.345557,1029.4408,0.0,0.0661,40.62,0.0,12.145,0.0,14.49
90,22.35892,1196.9613,0.0,0.0654,28.16,0.0,14.509,0.0,66.2
91,22.598736,1005.8048,0.0,0.0653,31.22,0.0,13.964,0.0,44.01
92,22.625818,1127.6762,0.0,0.0653,30.46,0.0,15.175,0.0,66.91
93,22.236461,934.9103,0.0,0.0648,29.45,0.0,14.49,0.0,63.31
94,22.075156,1011.0365,0.0,0.0646,26.78,0.0,19.553,0.0,151.08
95,22.584206,1054.807,0.0,0.065,40.65,0.0,12.115,0.0,14.71
96,22.198291,1044.4805,0.0,0.0647,40.44,0.0,12.132,0.0,14.96
97,21.9514,1031.2114,0.0,0.0646,40.73,0.0,12.125,0.0,14.74
98,22.243513,1260.6043,0.0,0.0645,40.74,0.0,12.139,0.0,14.62
99,22.095887,1200.0145,0.0,0.0638,40.72,0.0,11.424,0.0,14.45
100,21.723635,1224.0478,0.0,0.0637,40.82,0.0,12.149,0.0,14.59
101,21.916739,1248.6854,0.0,0.0631,40.78,0.0,12.122,0.0,14.7
102,21.193229,1253.8667,0.0,0.0633,40.62,0.0,12.143,0.0,14.65
103,21.221041,1063.4778,0.0,0.0629,40.83,0.0,12.125,0.0,14.71
104,20.79424,1176.6,0.0,0.062,40.57,0.0,12.133,0.0,14.82
105,20.39896,1348.2075,0.0,0.0619,40.85,0.0,12.14,0.0,14.65
106,20.939708,1376.0962,0.0,0.0611,40.81,0.0,12.143,0.0,14.59
107,19.788278,1213.8388,0.0,0.0611,40.36,0.0,12.358,0.0,16.25
108,20.208762,1019.5788,0.0,0.0601,40.27,0.0,12.132,0.0,14.94
109,21.147174,1216.1365,0.0,0.0603,40.65,0.0,12.13,0.0,14.76
